Id,Neighborhood,HouseStyle,OverallCond,YearBuilt,RoofStyle,RoofMatl,Foundation,Heating,CentralAir,Electrical,Fireplaces,GarageArea,MoSold,YrSold
2236,Timber,1Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,1,520,01,2008
2237,Timber,1Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,892,06,2008
2238,Mitchel,SFoyer,5,1997,Gable,CompShg,PConc,GasA,Y,SBrkr,0,784,11,2008
2239,Mitchel,1Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,0,0,02,2008
2240,Mitchel,1Story,5,1997,Hip,CompShg,PConc,GasA,Y,SBrkr,0,392,04,2008
2241,Mitchel,SFoyer,5,1964,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,850,11,2008
2242,MeadowV,1Story,6,1975,Gable,CompShg,PConc,GasA,Y,SBrkr,0,499,06,2008
2243,MeadowV,2Story,7,1976,Gable,CompShg,PConc,GasA,Y,SBrkr,1,336,05,2008
2244,MeadowV,SFoyer,7,1973,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,297,06,2008
2245,MeadowV,SLvl,6,1973,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,297,07,2008
2246,Mitchel,1Story,6,1968,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,257,02,2008
2247,MeadowV,2Story,9,1970,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,0,03,2008
2248,Mitchel,1Story,7,1983,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,264,04,2008
2249,Mitchel,1Story,6,1982,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,264,07,2008
2250,Mitchel,1Story,6,1984,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,484,04,2008
2251,IDOTRR,2.5Unf,1,1900,Hip,CompShg,BrkTil,GasA,Y,SBrkr,0,288,01,2008
2252,NAmes,1Story,6,1971,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,525,03,2007
2253,Gilbert,SLvl,5,1997,Gable,CompShg,PConc,GasA,Y,SBrkr,1,390,03,2007
2254,Gilbert,SLvl,5,1994,Gable,CompShg,PConc,GasA,Y,SBrkr,1,398,03,2007
2255,Gilbert,2Story,5,1999,Gable,CompShg,PConc,GasA,Y,SBrkr,1,451,04,2007
2256,Gilbert,2Story,5,1996,Gable,CompShg,PConc,GasA,Y,SBrkr,0,420,08,2007
2257,Gilbert,2Story,5,1999,Gable,CompShg,PConc,GasA,Y,SBrkr,1,482,08,2007
2258,Gilbert,1Story,5,1992,Gable,CompShg,PConc,GasA,Y,SBrkr,0,420,08,2007
2259,Gilbert,2Story,5,1993,Gable,CompShg,PConc,GasA,Y,SBrkr,1,392,07,2007
2260,Gilbert,1Story,6,1964,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,480,03,2007
2261,StoneBr,1Story,5,1988,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,480,10,2007
2262,StoneBr,1Story,5,1990,Gable,CompShg,PConc,GasA,Y,SBrkr,1,484,08,2007
2263,StoneBr,2Story,5,2005,Hip,CompShg,PConc,GasA,Y,SBrkr,1,729,07,2007
2264,StoneBr,1Story,5,2006,Hip,CompShg,PConc,GasA,Y,SBrkr,2,1110,06,2007
2265,Gilbert,1Story,5,1969,Gable,CompShg,CBlock,GasW,Y,SBrkr,0,828,11,2007
2266,StoneBr,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,1,556,03,2007
2267,StoneBr,1Story,5,2006,Hip,CompShg,PConc,GasA,Y,SBrkr,1,724,01,2007
2268,StoneBr,1Story,5,2006,Hip,CompShg,PConc,GasA,Y,SBrkr,1,724,10,2007
2269,NWAmes,1Story,5,1984,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,480,04,2007
2270,NWAmes,2Story,7,1981,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,484,03,2007
2271,NWAmes,1Story,6,1978,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,663,9,2007
2272,NWAmes,2Story,5,1979,Hip,WdShake,CBlock,GasA,Y,SBrkr,1,481,03,2007
2273,NWAmes,1Story,6,1984,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,495,08,2007
2274,NWAmes,1Story,5,1979,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,478,08,2007
2275,NWAmes,1Story,5,1971,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,944,9,2007
2276,NWAmes,SLvl,6,1976,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,585,02,2007
2277,NWAmes,2Story,6,1974,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,488,11,2007
2278,NAmes,1Story,6,1970,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,576,9,2007
2279,NAmes,1Story,5,1970,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,368,10,2007
2280,NAmes,1Story,7,1961,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,270,07,2007
2281,NAmes,1Story,5,2001,Gable,CompShg,PConc,GasA,Y,SBrkr,1,511,07,2007
2282,NAmes,1Story,5,1997,Gable,CompShg,PConc,GasA,Y,SBrkr,1,522,10,2007
2283,BrDale,2Story,6,1973,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,264,02,2007
2284,BrDale,2Story,5,1973,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,264,12,2007
2285,NPkVill,1Story,7,1978,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,319,04,2007
2286,NAmes,1Story,6,1966,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,360,11,2007
2287,NridgHt,1Story,5,2006,Hip,CompShg,PConc,GasA,Y,SBrkr,1,730,08,2007
2288,NridgHt,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,1,856,06,2007
2289,NridgHt,1Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,1,938,11,2007
2290,NridgHt,2Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,1040,12,2007
2291,NridgHt,2Story,5,2006,Hip,CompShg,PConc,GasA,Y,SBrkr,1,670,03,2007
2292,NridgHt,1Story,5,2005,Hip,CompShg,PConc,GasA,Y,SBrkr,2,878,08,2007
2293,NridgHt,1Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,2,932,10,2007
2294,NridgHt,2Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,814,05,2007
2295,NridgHt,1Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,1174,08,2007
2296,NridgHt,2Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,1,728,06,2007
2297,NridgHt,2Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,2,786,9,2007
2298,NridgHt,1Story,5,2006,Hip,CompShg,PConc,GasA,Y,SBrkr,1,843,06,2007
2299,NridgHt,2Story,5,2004,Gable,CompShg,PConc,GasA,Y,SBrkr,1,916,08,2007
2300,NridgHt,2Story,5,2003,Gable,CompShg,PConc,GasA,Y,SBrkr,1,818,01,2007
2301,NridgHt,2Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,774,08,2007
2302,NridgHt,1Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,0,878,05,2007
2303,NridgHt,1Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,0,554,01,2007
2304,NridgHt,2Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,876,02,2007
2305,NridgHt,1Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,631,08,2007
2306,NridgHt,1Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,631,05,2007
2307,NridgHt,1Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,460,06,2007
2308,NridgHt,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,1,627,05,2007
2309,NridgHt,1Story,5,2005,Hip,CompShg,PConc,GasA,Y,SBrkr,1,564,05,2007
2310,NridgHt,1Story,5,2006,Hip,CompShg,PConc,GasA,Y,SBrkr,1,550,9,2007
2311,NridgHt,1Story,5,2003,Gable,CompShg,PConc,GasA,Y,SBrkr,1,478,03,2007
2312,Gilbert,2Story,5,2007,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,572,05,2007
2313,Gilbert,2Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,400,06,2007
2314,Gilbert,2Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,454,05,2007
2315,Gilbert,2Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,1,440,03,2007
2316,Gilbert,2Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,1,350,06,2007
2317,Gilbert,1Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,0,388,06,2007
2318,Gilbert,2Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,0,440,12,2007
2319,Gilbert,2Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,0,400,07,2007
2320,Gilbert,1Story,6,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,0,462,08,2007
2321,Blmngtn,1Story,5,2003,Hip,CompShg,PConc,GasA,Y,SBrkr,1,630,11,2007
2322,Blmngtn,1Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,1,388,08,2007
2323,Gilbert,SLvl,5,2004,Gable,CompShg,PConc,GasA,Y,SBrkr,0,437,04,2007
2324,Gilbert,SLvl,5,2004,Gable,CompShg,PConc,GasA,Y,SBrkr,1,400,06,2007
2325,Gilbert,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,1,534,04,2007
2326,Gilbert,SLvl,5,2003,Gable,CompShg,PConc,GasA,Y,SBrkr,1,400,10,2007
2327,Gilbert,2Story,5,2003,Gable,CompShg,PConc,GasA,Y,SBrkr,1,434,07,2007
2328,Gilbert,2Story,5,2002,Gable,CompShg,PConc,GasA,Y,SBrkr,1,435,07,2007
2329,Gilbert,2Story,5,2000,Gable,CompShg,PConc,GasA,Y,SBrkr,1,442,06,2007
2330,Gilbert,2Story,5,1999,Gable,CompShg,PConc,GasA,Y,SBrkr,1,460,05,2007
2331,NoRidge,2Story,5,1997,Hip,CompShg,PConc,GasA,Y,SBrkr,2,925,06,2007
2332,NoRidge,2Story,5,1998,Gable,CompShg,PConc,GasA,Y,SBrkr,1,806,07,2007
2333,NoRidge,2Story,5,1998,Gable,CompShg,PConc,GasA,Y,SBrkr,1,758,01,2007
2334,NoRidge,2Story,5,1998,Gable,CompShg,PConc,GasA,Y,SBrkr,1,600,05,2007
2335,NoRidge,2Story,5,1992,Gable,CompShg,PConc,GasA,Y,SBrkr,1,517,9,2007
2336,NoRidge,2Story,5,1996,Gable,CompShg,PConc,GasA,Y,SBrkr,1,933,05,2007
2337,Somerst,1Story,6,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,0,605,9,2007
2338,Somerst,1Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,1,852,07,2007
2339,Somerst,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,1,484,01,2007
2340,Somerst,1Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,1092,10,2007
2341,Somerst,1Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,1,480,9,2007
2342,Somerst,1Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,0,484,12,2007
2343,Somerst,1Story,5,2005,Gable,CompShg,PConc,GasA,Y,SBrkr,1,672,04,2007
2344,Somerst,2Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,574,07,2007
2345,Somerst,2Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,859,03,2007
2346,Somerst,1Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,0,598,11,2007
2347,Somerst,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,575,06,2007
2348,Somerst,2Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,0,590,11,2007
2349,Somerst,2Story,5,2007,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,561,07,2007
2350,Somerst,2Story,5,2007,Hip,CompShg,PConc,GasA,Y,SBrkr,1,880,12,2007
2351,Somerst,1Story,5,2007,Gable,CompShg,PConc,GasA,Y,SBrkr,1,594,05,2007
2352,Somerst,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,1,658,04,2007
2353,Somerst,2Story,5,2004,Gable,CompShg,PConc,GasA,Y,SBrkr,1,744,06,2007
2354,SawyerW,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,0,06,2007
2355,SawyerW,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,0,10,2007
2356,SawyerW,1Story,5,2003,Gable,CompShg,PConc,GasA,Y,SBrkr,0,576,05,2007
2357,SawyerW,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,566,06,2007
2358,SawyerW,2Story,5,1993,Gable,CompShg,PConc,GasA,Y,SBrkr,0,492,05,2007
2359,SawyerW,2Story,5,1980,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,283,07,2007
2360,Sawyer,1Story,5,1977,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,308,03,2007
2361,Sawyer,1Story,7,1968,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,686,06,2007
2362,Veenker,2Story,5,1990,Gable,CompShg,PConc,GasA,Y,SBrkr,1,564,02,2007
2363,Sawyer,1Story,5,1974,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,431,08,2007
2364,Sawyer,1Story,7,1973,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,542,01,2007
2365,Somerst,1Story,5,2004,Gable,CompShg,PConc,GasA,Y,SBrkr,1,540,07,2007
2366,Somerst,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,484,02,2007
2367,Somerst,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,476,02,2007
2368,Somerst,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,1,466,08,2007
2369,Somerst,1Story,5,2006,Gable,CompShg,PConc,GasA,Y,SBrkr,0,528,07,2007
2370,Somerst,2Story,5,1999,Gable,CompShg,PConc,GasA,Y,SBrkr,1,440,9,2007
2371,Somerst,2Story,5,2000,Gable,CompShg,PConc,GasA,Y,SBrkr,0,440,9,2007
2372,Somerst,1Story,5,1999,Gable,CompShg,PConc,GasA,Y,SBrkr,0,625,12,2007
2373,Somerst,2Story,5,2003,Hip,CompShg,PConc,GasA,Y,SBrkr,2,552,08,2007
2374,Somerst,2Story,5,1998,Gable,CompShg,PConc,GasA,Y,SBrkr,2,1105,06,2007
2375,Veenker,1Story,5,1994,Gable,CompShg,PConc,GasA,Y,SBrkr,1,478,05,2007
2376,Veenker,1Story,6,1980,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,546,03,2007
2377,Veenker,1Story,5,1981,Hip,CompShg,CBlock,GasA,Y,SBrkr,2,676,03,2007
2378,NWAmes,1Story,6,1968,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,412,9,2007
2379,NWAmes,2Story,6,1970,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,570,06,2007
2380,NWAmes,SFoyer,6,1969,Gable,CompShg,PConc,GasA,Y,SBrkr,0,480,01,2007
2381,NWAmes,1Story,5,1968,Gable,CompShg,PConc,GasA,Y,SBrkr,0,528,04,2007
2382,NWAmes,1Story,7,1972,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,515,05,2007
2383,NWAmes,1Story,6,1993,Gable,CompShg,PConc,GasA,Y,SBrkr,1,472,07,2007
2384,NWAmes,2Story,6,1993,Gable,CompShg,PConc,GasA,Y,SBrkr,1,473,08,2007
2385,NWAmes,1Story,7,1966,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,484,11,2007
2386,NWAmes,1Story,5,1963,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,311,02,2007
2387,NAmes,1Story,6,1967,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,308,03,2007
2388,NAmes,1Story,5,1964,Gable,CompShg,Slab,GasA,N,SBrkr,0,530,04,2007
2389,NAmes,1Story,5,1956,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,396,01,2007
2390,NAmes,1Story,5,1961,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,440,08,2007
2391,NAmes,1Story,7,1961,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,784,02,2007
2392,NAmes,1Story,7,1960,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,312,01,2007
2393,NAmes,1Story,6,1966,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,440,10,2007
2394,NAmes,SLvl,5,1965,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,440,05,2007
2395,NAmes,2Story,7,1964,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,539,07,2007
2396,NAmes,1Story,5,1964,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,286,08,2007
2397,NAmes,1Story,7,1959,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,510,07,2007
2398,NAmes,1.5Unf,7,1940,Gable,CompShg,PConc,GasA,Y,SBrkr,0,512,10,2007
2399,BrkSide,1Story,3,1946,Gable,CompShg,CBlock,GasA,N,SBrkr,0,0,04,2007
2400,BrkSide,1.5Fin,5,1945,Gable,CompShg,CBlock,GasA,N,FuseA,0,0,07,2007
2401,BrkSide,1Story,8,1958,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,308,07,2007
2402,NAmes,1Story,6,1955,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,288,10,2007
2403,NAmes,1Story,5,1968,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,792,05,2007
2404,NAmes,SFoyer,6,1966,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,432,06,2007
2405,NAmes,SLvl,5,1961,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,525,05,2007
2406,NAmes,1Story,7,1957,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,315,9,2007
2407,NAmes,1Story,6,1956,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,308,12,2007
2408,NAmes,1Story,7,1963,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,692,07,2007
2409,NAmes,1Story,5,1960,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,336,06,2007
2410,NAmes,1Story,6,1957,Gable,CompShg,CBlock,GasA,Y,SBrkr,3,464,04,2007
2411,NAmes,1Story,5,1957,Gable,CompShg,CBlock,GasA,Y,FuseA,0,308,04,2007
2412,NAmes,1Story,6,1955,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,310,06,2007
2413,NAmes,1Story,5,1955,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,336,08,2007
2414,NAmes,1Story,9,1953,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,336,07,2007
2415,NAmes,1Story,5,1958,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,484,12,2007
2416,NAmes,1Story,6,1952,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,410,04,2007
2417,NAmes,1Story,7,1953,Hip,CompShg,CBlock,GasA,Y,FuseF,0,293,06,2007
2418,NAmes,1Story,8,1956,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,252,06,2007
2419,NAmes,1.5Fin,4,1955,Gable,CompShg,PConc,GasA,Y,SBrkr,0,352,08,2007
2420,NAmes,1Story,5,1955,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,390,03,2007
2421,NAmes,1Story,6,1953,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,280,02,2007
2422,OldTown,1Story,5,1952,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,420,06,2007
2423,OldTown,1.5Fin,7,1890,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,0,04,2007
2424,NAmes,1.5Fin,6,1953,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,371,06,2007
2425,NAmes,2Story,4,1935,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,1200,11,2007
2426,OldTown,1.5Fin,7,1925,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,580,08,2007
2427,OldTown,2Story,9,1895,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,0,07,2007
2428,NAmes,SLvl,5,1963,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,276,10,2007
2429,NAmes,1Story,7,1961,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,240,02,2007
2430,NAmes,1Story,6,1968,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,288,08,2007
2431,NAmes,1Story,3,1950,Gable,CompShg,CBlock,GasA,Y,FuseA,1,357,11,2007
2432,NAmes,1Story,7,1959,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,286,07,2007
2433,NAmes,1Story,6,1958,Hip,CompShg,CBlock,GasA,Y,SBrkr,1,338,03,2007
2434,NAmes,1Story,5,1960,Hip,CompShg,CBlock,GasA,Y,FuseA,0,324,05,2007
2435,NAmes,1Story,5,1960,Hip,CompShg,CBlock,GasA,Y,SBrkr,2,351,11,2007
2436,NAmes,1Story,6,1961,Gable,CompShg,Slab,GasA,Y,SBrkr,0,300,07,2007
2437,NAmes,1Story,5,1962,Hip,CompShg,CBlock,GasA,Y,SBrkr,0,294,12,2007
2438,NAmes,SFoyer,5,1962,Gable,CompShg,CBlock,GasA,Y,SBrkr,1,288,10,2007
2439,OldTown,1Story,7,1926,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,576,04,2007
2440,OldTown,1.5Fin,6,1927,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,576,07,2007
2441,OldTown,1Story,5,1922,Gable,CompShg,PConc,GasA,N,FuseF,1,184,02,2007
2442,OldTown,1Story,6,1920,Gable,CompShg,BrkTil,GasA,Y,SBrkr,1,180,07,2007
2443,OldTown,1Story,8,1940,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,379,05,2007
2444,OldTown,1.5Fin,8,1900,Gable,CompShg,BrkTil,GasA,Y,SBrkr,1,576,06,2007
2445,OldTown,1.5Fin,6,1900,Gable,CompShg,BrkTil,GasA,N,SBrkr,0,252,05,2007
2446,OldTown,2Story,8,1900,Gable,CompShg,PConc,GasA,Y,SBrkr,0,342,05,2007
2447,OldTown,2Story,9,1910,Hip,CompShg,BrkTil,GasA,N,SBrkr,0,816,05,2007
2448,OldTown,2Story,6,1927,Gambrel,CompShg,BrkTil,GasA,Y,SBrkr,1,374,03,2007
2449,OldTown,2Story,7,1910,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,480,06,2007
2450,OldTown,1.5Fin,8,1910,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,468,11,2007
2451,OldTown,2Story,7,1930,Gambrel,CompShg,BrkTil,GasA,Y,SBrkr,1,336,07,2007
2452,OldTown,2.5Unf,8,1879,Gable,CompShg,PConc,GasA,Y,FuseA,1,576,02,2007
2453,OldTown,1Story,6,1956,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,331,05,2007
2454,OldTown,SLvl,7,1949,Gable,CompShg,Slab,GasA,Y,SBrkr,1,384,05,2007
2455,BrkSide,1Story,7,1925,Gable,CompShg,PConc,GasA,N,FuseA,1,308,08,2007
2456,BrkSide,1.5Fin,6,1950,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,308,03,2007
2457,BrkSide,1.5Fin,7,1939,Gable,CompShg,CBlock,GasA,Y,SBrkr,0,224,03,2007
2458,BrkSide,2Story,6,1939,Gable,CompShg,CBlock,GasA,Y,SBrkr,2,217,02,2007
2459,BrkSide,1.5Unf,7,1939,Gable,CompShg,BrkTil,GasA,Y,SBrkr,0,240,07,2007
2460,BrkSide,1.5Fin,5,1938,Gable,CompShg,BrkTil,GasA,Y,SBrkr,1,528,03,2007
